DESIGNATION,Female,Male
CNA10657,IAC1464,CNA8435
IRAT212,IAC25,PJ110
IRAT194-1-2-B,IAC25,0
PUSA150-21-1,IARI5901-2,KARNALLOCAL
WAB56-50,IDSA6(IRAT216),IAC164
IR66863-186-2-1-1-2,IET10364B,PSBRC20(IR57301-195-3-3)
SUWEON349(JINMIBYEO),INABAWASE,SR4084-5-4-6
IR40473-B-B-B-13-2-3,IR10068-11-1,IR19735-5-2-3-2
IR38547-B-B-10-1-3,IR10110-23-1,C1064-5
IR22099-2-3,IR10154-20-3-3,IR9129-393-2
IR65195-3B-13-2-3(PSBRC86),IR10198-66-2,TCCP266-B-B-B-10-3-1
IR55419-4,IR12979-24-1(BROWN),UPLRI5
SR817-2-1,IR1323-116-3-1,TONGIL
IR32307-12-2-1-2,IR13240-108-2-2-3,IR9129-209-2-2-2-1
IR3107,IR1529,IR1614-138-3-1
IR02W101,IR1529,OOFFICINALIS
IR1820-52-2,IR1539-60,IR1416-128-5
IR1820-17-1,IR1539-60,IR1416-128-5
IR1820-52-2-4-1,IR1539-60,IR1416-128-5
IR2049-104-2,IR1539-823-1,BPI121-407
IR2049-134-2,IR1539-823-1,BPI121-407
IR2588-132-1-2,IR1544-238-2-3,IR1529
IR2588-48-3,IR1544-238-2-3,IR1529
TOX7-4-2-3-2,IR154-61-1-1,OS6
IR42,IR1561-228-1-2,IR1737
IR2042-101-2,IR1561-228-1-2,IR1737
BUSOK,IR1561-228-3,UTRIMERAH(ACC16682)
BKNFR76106-16-0-1,IR1561-288-3-3,FR13A
BKNFR76106-13-2,IR1561-288-3-3,FR13A
BKNFR76106-16-0-1(RESEL2),IR1561-288-3-3,FR13A
M40-431-24-114,IR1702-29-2,B866-L-105-4-2
IR3189,IR1721-11-13-20-1-2,C4-63
IR3179-25,IR1721-11-8-3-2-3,C4-63
IR40720-72-1-2,IR17494-32-3-1-1-3,IR25863-61-3-2
IR32429-47-3-2,IR19058-143-2-3,IR9129-209-2-2-2-1
IR32429-68-3-3-3,IR19058-143-2-3,IR9129-209-2-2-2-1
IR32429-122-3-1-2,IR19058-143-2-3,IR9129-209-2-2-2-1
IR34679-7-2,IR19226-355-1-2,NEWSABARMATI(BAS)
IR34677-229-2-3,IR19226-355-1-2,IR21841-81-3-3
IR25587-133-3-2-2-2,IR19657-37-3,IR54
IR25588-32-2,IR19657-37-3,IR9129-209-2-2
IR25621-94-3-2,IR19660-152-3,IR9129-209-2-2
IR74,IR19661-131-1-2,IR15795-199-3-3
IR29723-88-2-3-3,IR19661-131-1-2,IR4570-124-3-2-2-2
IR29725-22-3-3-3,IR19661-131-1-2,IR9129-209-2-2-2-1
IR34686-179-1-2-1,IR19661-267-1-3-3,IR21841-81-3-3
IR34686-56-2-2-2,IR19661-267-1-3-3,IR21841-81-3-3
IR15795-199-3-3,IR2035-117-3,IR36
IR4409-76-1-3,IR2035-290-2,IR2061-464-2
IR4417-177-1-4,IR2042-101-2,IR825-11-2-3-3
IR4417-179-1-5-2,IR2042-101-2,IR825-11-2-3-3
IR4422,IR2049-134-2,IR2061-125-37
IR4427-70-6,IR2055-451-2,IR2061-464-4
IR4432-52-6-4,IR2061-125-37,CR94-13
IR4432-53-33,IR2061-125-37,CR94-13
IR4432-103-6,IR2061-125-37,CR94-13
IR4432-53-2,IR2061-125-37,CR94-13
IR4227-28-3-2,IR2061-213,IR1820-17-1
IR4215-301-2-2-6,IR2061-213,C4-63
IR4227-24-3-1,IR2061-213,IR1820-17-1
IR4219-35-3-3,IR2061-213,IR480-5-9-3
KKNLR75051-PMI65-3-1-1,IR2061-214-3-14-8,RD1
IR4442-46-3-3-3,IR2061-464-2,IR1820-52-2
IR58025B,IR22,IMPROVEDSABARMATI
PUSA167-120-3-2,IR22,IMPROVEDSABARMATI
IR1702-74-3,IR24,PTB18(ACC6105)
IR26,IR24,TKM6(ACC237)
IR1545,IR24,DZ192
IR1702-29-2,IR24,PTB18(ACC6105)
IR1702-74-3-2,IR24,PTB18(ACC6105)
IR1539-111,IR24,MUDGO_IR8
IR1544-238-2-3,IR24,TETEP
IR1632-93-2-2,IR24,CO13
IR1721-11-6-8-3-2,IR24,W1543
IR1721-11-13-25-2-3,IR24,W1543
IR1721-11-8-3-2-3,IR24,W1543
IR1721-11-13-20-1-2,IR24,W1543
IR1737,IR24,W1543
IRBB7,IR24,DV85
IRBB4,IR24,IR20
IRBB5,IR24,IR1545
IR66699-9-1-1-5-2,IR24,SR817-2-1
IR51673-77-1-2-2,IR24594-204-1-3-2-6-2,IR68
IR61033-82-3-2-2,IR25587-133-3-2-2-2,IR43526-523-1-1-1
IR45092-129-2-2-1-2,IR25861-64-3-2,IR9660-50-3-1-1
IR45100-36-2-3,IR25873-22-5-3,IR28194-42-1-2
JANAKI,IR262,REMAJA
KLG6986-133-4-P,IR262,PINGAEW56
ADT30,IR262,ADT27
BG94-1,IR262SEL,IRGC11090
IR833-6-2-1-1,IR262-43-8-11,GAMPAI30-12-15
JASMINE85,IR262-43-8-11,KHAODAWKMALI4-2-105
BKN6986-108-2,IR262-43-8-11,PINGAEW56
IR841-67-1-1-1,IR262-43-8-11,KHAODAWKMALI4-2-105
IR833-6-2-1,IR262-43-8-11,GAMPAI30-12-15
IR1364-37-3-1,IR262-43-8-11-2-2-2,HR21
IR53311-12-4-2-3-3,IR28150-84-3-3-2,IR68
IR50343-28-3-1-3,IR28194-42-1-2,IR39448-76-1
PSBRC28(IR56381-139-2-2),IR28239-94-2-3-6-2,IR64
IR56382-17-3-2,IR28239-94-2-3-6-2,IR24632-34-2
IR13415-9-3,IR2863-38-1,IR30864
IR59548-122-1-4-1,IR29723-88-2-3-3,IR44624-127-1-2-2-3
IR53479-B-45-3-2-3,IR29725-22-3-3-3,IR13146-45-2-3
IR1529-ECIA,IR305-3-17-1-3,IR24
IR1529,IR305-3-17-1-3,IR24
S1-5-78-6-2,IR3107,IR3189
IR50363-61-1-2-2,IR31868-64-2-3-3-3,IR50404
WHDIS-75-1-127,IR31917-45-3-2,ORYZAMINUTA
IR01W102,IR31917-45-3-2,W1342
IR01W106,IR31917-45-3-2,W1342
IR65482-4-136-2-2-B,IR31917-45-3-2-2,W8
IR02W103,IR31917-45-3-2-2,W8
BR847-76-1-1,IR32,IR2797-125-3-2-3-2
IR50376-80-1-1-2-2,IR32307-12-2-1-2,IR31851-63-1-2-3-2
IR61920-3B-22-2-1(NSICRC106,IR32429-47-3-2,WAGWAG
IR48613-54-3-3-1,IR32429-68-3-3-3,IR31868-64-2-3-3-3
IR34583-22-1-2,IR3259-PP8-172-7,IR19661-131-1-2
IR50401,IR33021-39-2-2,IR31802-48-2-2-2
IR50404,0,0
PSBRC10(IR50404-57-2-2-3),IR33021-39-2-2,IR50404
IR53359-198-3-2-1-1,IR34583-22-1-2,IR68
IR47120-144-1,IR34677-229-2-3,IR31748-4-3-2
IR54781-41-1-1,IR34679-7-2,IR47120-144-1
IR46823-40-3-11,IR34679-7-2,IR21848-65-3-2-2
IR53365-106-2-3-3-1,IR34686-56-2-2-2,IR68
CN846-6-6,IR36,BHASAMANIK
IR11288-B-B-118-1,IR36,LEBMUENAHNG111
IR13384-68-2-3-3-3-3,IR36,N22
IR63429-23-1-3-3,IR38547-B-B-10-1-3,IR40473-B-B-B-13-2-3
IR60824-33-2-3-2-2,IR39292-142-3-2-3,IR32809-314-2-3-1
IR1416-131-5,IR400-28-4-5,TETEP
IR1416-128-5,IR400-28-4-5,TETEP
IR07F289,IR40931-33-1-3-2,THADOKKHAM1
CSR28,IR42,IR4630-22-2-5-1-3
NR15016-24-1-3,IR42,MAHSURI
IR61961-159-2-3-3-2-2,IR42029-38-1-3-3-2,IR32822-94-3-3-2-2
IR69237,IR43524-55-1-3-2,IR57519-PMI5-B-2-2
IR14632-22-3,IR44,IR30864
IR60849-215-4-2,IR44488-74-2-3,IR28194-42-1-2
IR58185-23-3-3-1,IR44501-45-2-4-1,IR34686-179-1-2-1
IR61979-138-1-3-2-2,IR44625-139-2-2-3,IR32822-94-3-3-2-2
ANGELICA,IR44625-139-2-2-3,IR32822-94-3-3-2-2
IR71137-184-3-2-3-3,IR44699-21-1-3-4,IR66438-167-3-3-2-3
IRRI145,IR44699-21-1-3-4,IR66438-167-3-3-2-3
IR72164-348-6-2-2-2,IR44962-161-2-4-4,IR67966-44-2-3
IR72165-63-2-3-3,IR44962-161-2-4-4,IR68022-3-2-2
IR68058-71-2-1,IR44962-161-2-4-4-2,IR58185-23-3-3-1
IR68059-137-2-1-3-3,IR44962-161-2-4-4-2,IR58761-80-2-2-3
IR68059-5-2-1,IR44962-161-2-4-4-2,IR58761-80-2-2-3
IR68059-66-2-3-3-3,IR44962-161-2-4-4-2,IR58761-80-2-2-3
IR68064-18-1-1-2-2,IR44962-161-2-4-4-2,IR60824-33-2-3-2-2
IR68058-35-2-2,IR44962-161-2-4-4-2,IR58185-23-3-3-1
IR68058-64-1-2,IR44962-161-2-4-4-2,IR58185-23-3-3-1
IR60889-2-1-2-1-2,IR45092-129-2-2-1-2,IR28224-21-2-2-1
PR28144-IST,IR45421-2B-2-2-3-1,PSBRC18(IR51672-62-2-1-1-2-3)
IR44962-161-2-4-4,IR4563-52-1-3-6,IR21820-154-3-2-2-3
IR44962-161-2-4-4-2,IR4563-52-1-3-6,IR21820-154-3-2-2-3
IR59625-15-2-1,IR45912-9-1-2-2,IR42000-211-1-2-2-3
IR55179-3B-11-3,IR4630-22-2-5-1-3,NONABOKRA
IR11T251,IR4630-22-2-5-1-3,IRRI174
IR11T252,IR4630-22-2-5-1-3,IR05N173
IR62856-15-3-1-1-7-5-10-3,IR46830B,IR58025B
IR68897B,IR46830B,IR58025B
IR59645-146-2-6-2,IR46998-43-3-4-3,IR34679-7-2
IR59648-218-1-2-1,IR46998-43-3-4-3,IR46823-40-3-11
IR32720-138-2-1-1-2,IR4707-106-3-2,IR17494-32-3-1-1-3
IR60080-46A,IR47686-8-4-3,CT6516-21-4-4
IR60912-93-3-2-3-3,IR47761-27-1-3-6,IR35366-28-3-1-2-2
IR64680-81-2-2-1-3,IR47761-27-1-3-6,IR52287-15-2-3-2
IR60919-150-3-3-3-2,IR47761-27-1-3-6,IR28224-21-2-2-1
IR59682-132-1-1-2(PSBRC52),IR48613-54-3-3-1,IR28239-94-2-3-6-2
IR62082-40-3-2-2-2,IR49500-54-1-2-3,IR35346-47-3-2-2
IR69246,IR49746-UBN-33-B-3-1,IR43524-55-1-3-2
IR10F109,IR49830-7-1-2-3,IR07F101
IR90180,IR49924-B-B-B-B-10,CSR36
PELITA1-1,IR5,SYNTHA
IR60975-58-5-4,IR50343-28-3-1-3,IR46008-411-2-1-24-3
IR62141-114-3-2-2-2(PSBRC80),IR50401,IR42068-22-3-3-1-3
IR41110-B-R-43-1,IR52,NIAWSAMPATONG
IR33356-32-3-1-2,IR52,OM1630-108-2
IR27210-36-3,IR520-1-26,IR19225-88-3
IR62161-67-2-2-3-2,IR52280-96-2-2-3,IR52280-117-1-1-3
IR68703-AC-24-1,IR53236-275-1,IR62752-6
IR65450-173-2-1-1-3-3,IR53311-12-4-2-3-3,IR53365-106-2-3-3-1
IR65459-73-1-2-2-3-2,IR53359-198-3-2-1-1,IR53929-298-1-1-2-3
IR63908-184-1-2-3,IR53915-137-3-2-3,IR53912-98-1-2-2
IR65629-22-1-3-3-3-1,IR53942-69-3-1-1-1,IR44624-127-1-2-2-3
IR65631-154-3-2-3-3-3,IR53942-69-3-1-1-1,IR51673-77-1-2-2
IR65629-67-3-3-1-1-2,IR53942-69-3-1-1-1,IR44624-127-1-2-2-3
IR65631-119-3-1-3-1-3,IR53942-69-3-1-1-1,IR51673-77-1-2-2
IR65469-10-2-1-3-3-2,IR53960-219-2-1-3-1,IR55600-133-3-1-2
IR65469-161-2-2-3-2-2,IR53960-219-2-1-3-1,IR55600-133-3-1-2
IR65469-100-2-3-3-2-3,IR53960-219-2-1-3-1,IR55600-133-3-1-2
IR69957,IR54081-CPA3-B-1-3,IR41110-B-R-43-1
IR79906-B-192-2-3,IR55419-04,IR55435-05
IR90266-B-228-1,IR55419-04,THADOKKHAM1
IR73278-21-1-1-B,IR55419-04,WAYRAREM
IR74371-3-1-1,IR55419-04,WAYRAREM
IR74371-46-1-1,IR55419-04,WAYRAREM
IR74371-54-1-1,IR55419-04,WAYRAREM
IR74371-70-1-1,IR55419-04,WAYRAREM
IR74371-78-1-1,IR55419-04,WAYRAREM
IR78875-131-B-1-2,IR55423-01(NSICRC9),IR64
IR78875-176-B-2,IR55423-01(NSICRC9),IR64
IR78875-207-B-3,IR55423-01(NSICRC9),IR64
IR78877-208-B-1-2,IR55423-01(NSICRC9),IR72
IR78878-53-2-2-2,IR55423-01(NSICRC9),IR72875-94-3-3-2
IR80508-B-57-3-B,IR55423-01(NSICRC9),AUS257
IR81896-B-B-182,IR55423-01(NSICRC9),SWARNA
IR81896-B-B-195,IR55423-01(NSICRC9),SWARNA
IR81896-B-B-236,IR55423-01(NSICRC9),SWARNA
IR81896-B-B-42,IR55423-01(NSICRC9),SWARNA
IR88288-10-4-1-4,IR55423-01(NSICRC9),SUPERBASMATI
IR82299-B-412-B,IR55423-01(NSICRC9),MOROBEREKAN
IR65475-62-3-1-3-1-3-1,IR55605-160-2-3-3,IR54035-73-3-3-3-2
IR18349-53-1-3-1-3,IR5657-33-2-1,IR42
IR68068-99-1-3-3-3,IR57409-37-3-1-2,IR58773-35-3-1-2
IR81412-B-B-35,IR57514-PMI5-B-1-2,IRRI123
B866-L-105-4-2,IR577-38-2-2-3-1-2,C4-63GB
IR1561,IR579-48-1-2(NILO11),IR747-B2-6-3
IR1561-149-1,IR579-48-1-2(NILO11),IR747-B2-6-3
IR1561-228-1-2,IR579-48-1-2(NILO11),IR747-B2-6-3
IR1561-228-3,IR579-48-1-2(NILO11),IR747-B2-6-3
IR68077-7-2-3-2-1,IR58029-180-2-3-3,IR59552-111-3-2-3
IR68077-82-2-2-2-3,IR58029-180-2-3-3,IR59552-111-3-2-3
IR68427-15-2-3-1,IR58029-180-2-3-3,IR44624-127-1-2-2-3
IR68073-56-2-1-3-2,IR58029-180-2-3-3,IR58109-113-3-3-2
IR73436-25-1-2-2,IR58773-35-3-1-2,IR68073-56-2-1-3-2
IR67495-NDR2-1-1-1-1,IR60290-CPA-5-1-1-1-1,IR54094-B2-2-1-3-1
IR69713-43-1-3-2-3,IR60819-31-1-3-2,IR68312-4-1-16-1
IR66295-71-2,IR60849-215-4-2,IR42104-241-3-6-2
IR68726-3-3-1-2,IR60889-2-1-2-1-2,PUSA615-140-10-1
IR72887-34-2-1-3,IR60912-93-3-2-3-3,IR65629-67-3-3-1-1-2
IR72889-46-3-2-1,IR60912-93-3-2-3-3,IR68056-115-3-2
IR72890-81-3-2-2,IR60912-93-3-2-3-3,IR68058-35-2-2
IR72889-69-2-2-2,IR60912-93-3-2-3-3,IR68056-115-3-2
IR00A112,IR60912-93-3-2-3-3,IR68058-35-2-2
IR62829BM1,IR62829BM0,0
IR68444-18-1-3-3,IR62921-74-2-2-3-3,IR59625-15-2-1
IR68450-36-3-2-2-3,IR62921-74-2-2-3-3,IR62161-67-2-2-3-2
IR78966-B-16-B-B-B,IR63372-11,IR62752-06
IR72860-68-1-1-1,IR63868-2-3-2-3-2,IR65610-38-2-4-2-6-3
IR72865-95-3-2-2,IR63868-2-3-2-3-2,IR67023-30-3-3-2-2
IR72860-74-1-2-1,IR63868-2-3-2-3-2,IR65610-38-2-4-2-6-3
IR72869-52-1-1-1,IR63908-184-1-2-3,IR67023-30-3-3-2-2
IR72869-5-2-3-1,IR63908-184-1-2-3,IR67023-30-3-3-2-2
C2764-10-2(PSBRC14),IR64,C1064-13
IR07A107,IR64,IR69502-6-SRN3-UBN1-B
PR29232-B-17-2-1-1,IR64,RHS275-3CX-8CX-D7A
AS996,IR64,ORUFIPOGON
IR46998-43-3-4-3,IR64,IR34679-7-2
IR73382-121,IR64,LUAMA
IR73885-1-4-1-4-3-6R,IR64,YALAMAN
IR73885-1-4-3-2-1-6,IR64,YALAMAN
OM4498,IR64,OMCS2000
IR82848-21,IR64,SHWETHWEYIN
IR82851-16,IR64,BR24
IR82851-18,IR64,BR24
IR82851-2,IR64,BR24
IR82851-4,IR64,BR24
IR82855,IR64,BINAM
IR82855-9,IR64,BINAM
IR82859-3,IR64,OM1723
IR84674,IR64,MADHUKAR
IR84685,IR64,YALAMAN
IR93312-30-101-20-3-66-6,IR64,KHAOHLANON
IR68950-8-1-10-4-7-6-3,IR64608B,PMS10B
IR72905-49-3-2-2,IR65469-100-2-3-3-2-3,IR65631-119-3-1-3-1-3
IR72906-32-1-3-3,IR65469-100-2-3-3-2-3,IR68056-115-3-2
IR72904-65-1-3-3,IR65469-100-2-3-3-2-3,IR65629-67-3-3-1-1-2
IR72903-99-2-3-2,IR65469-10-2-1-3-3-2,IR68059-5-2-1
IR73004-34-1-3-1,IR65469-161-2-2-3-2-2,IR60919-150-3-3-3-2
IR73005-135-3-3-2,IR65469-161-2-2-3-2-2,IR61979-138-1-3-2-2
IR73006-12-3-3-2,IR65469-161-2-2-3-2-2,IR65459-73-1-2-2-3-2
IR73439-11-1-3-1,IR65475-62-3-1-3-1-3-1,IR67963-91-1-2
IR70479-45-2-3,IR65564-22-2-3,IR66738-118-1-2
IR71676-34-1-1,IR65564-22-2-3,PSBRC2(IR32809-26-3-3)
IR71676-90-2-2,IR65564-22-2-3,PSBRC2(IR32809-26-3-3)
IR67966-44-2-3,IR65600-1-2,SENGKEU
IR67966-44-2-3-2,IR65600-1-2,SENGKEU
IR67961-15-1-1,IR65600-1-2,KARANGSERANG55
IR67962-84-2-2,IR65600-1-2,KETANLOMBOK
IR67962-84-2-2-2,IR65600-1-2,KETANLOMBOK
IR67963-91-1-2,IR65600-1-2,KANTOPL7
IR69099-47-1-2-2,IR65600-1-2-3,IR65604-45-3-6
IR69092-60-2,IR65600-1-2-3,GUNDILKUNING
IR69100-75-2-2-2,IR65600-1-2-3,IR66160-52-6-6
IR67302-12-3,IR65600-38,JHUMPADDY7
IR67303-7-3-4-1,IR65600-45,JHUMPADDY7
PR31070-4-1-2,IR65600-77-4-2-1,CHAYONG(PSBRC40)
IR75862-206-2-8-3-B-B-B,IR65600-81-5-3-2,OLONGISTAMINATA
IR69133-49-1-3,IR65600-96-1-2,GUNDILKUNING
IR68003-45-2-2,IR65602-16-2,IR65536-10-5
IR68022-3-2-2,IR65603-22-2,SENGKEU
IR01N149,IR65629-22-1-3-3-3-1,IR69099-47-1-2-2
IR72909-139-1-2-2,IR65629-22-1-3-3-3-1,IR68056-115-3-2
IR68544-29-2-1-3-1-2,IR66154-52-2,GUNDILKUNING
IR71701-28-1-4,IR66159-164-5-3-5,PSBRC2(IR32809-26-3-3)
IR69800-5-3-1-2,IR66160-20-4-3-1,IR65598-112-2
IR73459-120-2-2-3,IR66738-118-1-2,IR62082-40-3-2-2-2
IR72225-20-3-2-3,IR66750-6-2-1,IR69092-60-2
IR72225-29-1-2-1,IR66750-6-2-1,IR69092-60-2
IR71730-51-2,IR67017-13-3-3,BASMATI370
IR69807-13-2-1,IR67302-12-3,LEMONT
IR76306-B-R-R-R-2-2,IR67440-NDR5-1-1-1-1,IR69726-116-1-3(MATATAG1)
IR74599-34-2-1-3-2,IR67961-15-1-1,IR68809-61-1-B-1-1-4
IR01N200,IR68058-71-2-1,IR68552-55-3-2
IR73012-137-2-2-2,IR68064-18-1-1-2-2,IR61979-138-1-3-2-2
IR73013-107-3-1-2,IR68064-18-1-1-2-2,IR65459-73-1-2-2-3-2
IRRI150,IR68077-82-2-2-2-3,IR59548-122-1-4-1
IR04N114,IR68544-29-2-1-3-1-2,IR69800-5-3-1-2
IR03A477,IR68726-3-3-1-2,IR71730-51-2
IR79156A,IR68897A,IR72798-42-1-2
IR74600-38-2-3-3-2,IR69100-75-2-2-2,IR68809-61-1-B-1-1-1
IR72975-AC2,IR69133-49-1-3,IR66738-118-1-2
IR83317-50-1-2-2,IR69428-6-1-1-3-3,IR64
IR10M108,IR69428-6-1-1-3-3,IR75862-206-2-8-3-B-B-B
IR74115,IR69502-1-SRN3-UBN1-B-3-1,IRRI119
IR09F146,IR69502-6-SRN3-UBN1-3-1-3-2,IR04N133
IR09F153,IR69502-6-SRN3-UBN1-3-1-3-2,IR61979-138-1-3-2-3(ANGELICA)
OG6653-33,IR69502-6-SRN3-UBN1-B,CG17
IR74118-3-1-3-2,IR69502-6-SRN3-UBN1-B-10-2,IRRI119
IR74135,IR70175-25-1-1-2-1,IRRI119
IR74590-67-1-1-3-1,IR70177-76-2-1-2,IR44699-21-1-3-4
IR77080-B-34-3,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR77080-B-4-2-2,IR70179-1-1-1-1,IR73885-1-4-3-2-1-6
IR74593-14-1-1-3-1,IR70179-45-1-1-1,IR44699-21-1-3-4
IR80410-B-197-4,IR70181-26-PMI2-9-1-1,IR01N223
IR10L178,IR70181-32-PMI1-1-5-1,IR71700-247-1-1
IR77082-B-87-2-2,IR70183-74-1-1-3-B,IR72869-5-2-3-1
IR77084-B-14-3,IR70183-74-1-1-3-B,IR73887-1-8-2-1
IR10F290,IR70215-4-CPA3-1-3-1,IRRI146
IR10F336,IR70215-4-CPA3-1-3-1,NSICRC158
IR10F339,IR70215-4-CPA3-1-3-1,NSICRC158
IR10F365,IR70215-4-CPA3-1-3-1,NSICRC158
IR73546-80-2-2-2,IR71025-187-1-3-3,IR68059-137-2-1-3-3
IR02N252,IR71459-45-2-3,PSBRC18(IR51672-62-2-1-1-2-3)
IR72981-92-1-1-2-2,IR71605-1-1-1-3-2,IR66738-118-1-2
IR09N520,IR71606-1-1-4-2-3-1-2(NSIC110,NSICRC158
IR03A262,IR71606-1-2-1-3-2-3-1,PSBRC64(IR59552-21-3-2-2)
IR05N131,IR71676-34-1-1,IR73008-138-2-2-2
IR10L185,IR71700-247-1-1,IRRI123
IR06N209,IR71700-247-1-1-2,PSBRC10(IR50404-57-2-2-3)
IR09L332,IR71700-247-1-1-2,SAMBHAMAHSURI
IR07T118,IR71730-51-2,IR61920-3B-22-2-1(NSICRC106
IR61042-32-2-1-2,IR72,IR42221-14-1-3-1-2
IR68144-2B-2-2-3-1-127,IR72,ZAWABONDAY
IR68144-2B-2-2-3-1-166,IR72,ZAWABONDAY
PSBRC54(IR60819-34-2-1),IR72,IRKESAR
IR60819-31-1-3-2,IR72,IRKESAR
IR65620-192-3-3-3-2,IR72,IR53915-99-2-2-2
IR68144-2B-2-2-3-1,IR72,ZAWABONDAY
IR68144-2B-2-2-3-1-120,IR72,ZAWABONDAY
IR75000-69-2-1-2,IR72,LEMONT
IR09L272,IR72022-46-2-3-3-2,IR57514-PMI5-B-1-2
IR09L303,IR72022-46-2-3-3-2,IR57514-PMI5-B-1-2
IR06N141,IR72158-16-3-3-1,IR00A107
IR05N160,IR72164-348-6-2-2-2,IR72905-49-3-2-2
IR07N112,IR72225-29-1-2-1,IR04K102
IR08N128,IR72860-74-1-2-1,IR72158-11-5-2-3
IRRI156,IR72870-102-2-2-1-3,IR72870-19-2-2-3
IR05A260,IR72875-94-3-3-2,IR72903-121-2-1-2
IR08N210,IR72875-94-3-3-2,IR02N463
IR05N173,IR72889-69-2-2-2,IR72158-68-6-3
IRRI168,IR72904-65-1-3-3,IR73012-137-2-2-2
IR05A125,IR72909-139-1-2-2,IR68059-66-2-3-3-3
IR05N204,IR72967-12-2-3,IR68059-66-2-3-3-3
IR08N136,IR72967-12-2-3,PR31090-33-2-1
IR08N194,IR72967-12-2-3,PR31090-33-2-1
IR04N155,IR72975-AC2,IR68450-36-3-2-2-3
IR06L129,IR72981-92-1-1-2-2,IR77080-B-34-1-1
IR79604,IR73008-138-2-2-2,IR68544-29-2-1-3-1-2
IR08A172,IR73013-95-1-3-2,IRRI123
IR00W102,IR73382-121,IR64
IR78584,IR73436-25-1-2-2,PSBRC82
IR81421-B-B-66,IR73571-3B-14-1,UPLRI7
IR07L270,IR73571-3B-14-1,UPLRI7
IR06N119,IR73707-45-3-2-3,IR68552-100-1-2-2
IR04A429,IR73718-1-2-1-3,PSBRC10(IR50404-57-2-2-3)
IR05N229,IR74052-297-2-1,IR72165-63-2-3-3
IR81039-B-173-U3-3,IR74053-144-2-3,UPLRI7
IR1888-156,IR747-B2-6-3,IR773-A1-36-2-2-3
IR1864,IR747-B2-6-3,IR773-A1-36-2-2-3
IR10179-2-3-1,IR747-B2-6-3,AINANTSAO1
IR10176-79,IR747-B2-6-3,LU1-29
IR81491-AC-5-1,IR75000-69-2-1-2,IR23325-R-R-B-1-3-1
IR91145-AC26,IR75862-206-2-8-3-B-B-B,IRRI123
IR06L161,IR77080-B-34-3,IR00A103
IR09A131,IR77080-B-34-3,IR71606-1-1-4-2-3-1-2(NSIC110
IR87707-445-B-B-B,IR77298-14-1-2-10,IR77298-5-6-11
IR87707-446-B-B,IR77298-14-1-2-10,IR77298-5-6-11
IR88890,IR77298-14-1-2-10,MTU1010
IR87728-59-B-B,IR77298-5-6-18,IR64
IR88907,IR77298-5-6-18,MTU1010
IR2146-68-1,IR773A1-36-2-1,ONIVARA
IR83614-1007-B-B,IR78875-131-B-1-2,IR64
IR08L152,IR78875-176-B-2,IR78875-207-B-3
IR08L216,IR78875-176-B-2,IR78875-207-B-3
IR97152-B-280-B,IR78877-208-B-1-2,IR64
IR97153-B-123-B,IR78877-208-B-1-2,DINORADO
IR09L173,IR78877-208-B-1-2,IRRI148
IR09L179,IR78878-53-2-2-2,CT6510-24-1-2
IR10L411,IR78878-53-2-2-2,IR03A550
IR81428-B-B-114,IR78908-44,IR78908-11
IR84984-83-15-18-B-B,IR79971-B-102-B-B,VANDANA
IR1905-PP11-29-4-61,IR8,TETEP
IR24,IR8,IR127-2-2
IR579-48-1-2(NILO11),IR8,TADUKAN
IR22,IR8,TADUKAN
IR1905-81-3-1,IR8,TETEP
IR665-23-3-1,IR8,IR485
IR930-2,IR8,IR12-178-2-3
IR579-160,IR8,TADUKAN
IR930-80,IR8,IR12-178-2-3
RP286-32-1-1-4-2,IR8,SMLALUPI
IR577-38-2-2-3-1-2,IR8,SIGADIS
IR9669,IR8,CARREON
IR3259-PP8-172-7,IR8,TETEP
IR9669-PP836-1,IR8,CARREON
IR10F203,IR80410-B-197-4,IRRI149
IR86877,IR81896-B-B-182,SWARNA
PSBRC60(IR41431-68-1-2-3),IR8234-OT-9-2,IR19661-131-1-2
IR05F102,IR82809:227,SWARNA
IR73887-1-8-2-1,IR84685,IR64
IR19743-46-2-3-3-2,IR9129-192-2-3,IR10176-79
IR19735-5-2-3-2,IR9129-77-1-3,IR10176-79
WAYRAREM,IR9669,B981
B3632F-TB-1,IR9669,B981
IR19774-8-1-3-3,IR9698-26-3,IR10176-79
IR19799-17-3-1-1,IR9703-144-3,IR10176-79
IR51511-B-B-34-B,IR9884-54-3,POKKALI
SANHUANGZHANNO2,IR9965-48-2,TUANHUANGZHAN
NH9-53,IRBB4,IR66700-3-3-3-4-2
NH11-35,IRBB5,IR66699-9-1-1-5-2
IR04A212,IRBB60-1,IR71730-51-2
IR2415-90-4-3-2,IR00A101,IR1529
IR72884-126-1-2-3,IR00A103,IR67023-30-3-3-2-2
IR74052-297-2-1,IR00A103,IR67406-49-2-3-6-3-1
IR01A111,IR00A103,IR67406-49-2-3-6-3-1
IR02A127,IR00A107,IR62243-41-1-3-3
IRRI151,IR00A112,PSBRC20(IR57301-195-3-3)
IR10F379,IR00A117,IRRI149
IR10F382,IR00A117,IRRI149
IRRI174,IR00A117,IR64
IR06A144,IR02A127,JANAKI
IR06A145,IR02A127,JANAKI
IR06A150,IR02A127,IR64
IR06N147,IR02N252,IRRI143
