S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Entry-Check,YKGH,Row,Col
12190,2012,DS,Stress,Alpha-Lattice,L12DS-15,162,2,5,14,Entry,4559.2,,
12191,2012,DS,Stress,Alpha-Lattice,L12DS-15,264,3,5,15,Entry,3809.4,,
13461,2013,DS,Stress,Augmented-RCBD,L13DS-16B,51,1,1,2,Entry,3191.2,,
13854,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,38,1,13,8,Entry,4631.2,,
13855,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,80,2,13,3,Entry,4167.3,,
13856,2013,WS,Non-Stress,Alpha-Lattice,L13WS-15,187,3,13,12,Entry,3962.8,,
14472,2014,DS,Non-Stress,Alpha-Lattice,L14DS-15,46,1,90,10,Entry,5107.6,,
14473,2014,DS,Non-Stress,Alpha-Lattice,L14DS-15,214,2,90,43,Entry,6984.9,,
14474,2014,DS,Non-Stress,Alpha-Lattice,L14DS-15,337,3,90,68,Entry,8175.3,,
14832,2014,DS,Stress,Alpha-Lattice,L14DS-16,46,1,90,10,Entry,97.3,,
14833,2014,DS,Stress,Alpha-Lattice,L14DS-16,214,2,90,43,Entry,481.8,,
14834,2014,DS,Stress,Alpha-Lattice,L14DS-16,337,3,90,68,Entry,341.8,,
9183,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,18,1,7,2,Entry,6599.3,,
9184,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,66,2,7,3,Entry,5810.3,,
9185,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,113,3,7,4,Entry,6107.3,,
9303,2010,DS,Stress,Alpha-Lattice,L10DS-19,4,1,7,1,Entry,1469.1,,
9304,2010,DS,Stress,Alpha-Lattice,L10DS-19,44,2,7,1,Entry,2553.3,,
9305,2010,DS,Stress,Alpha-Lattice,L10DS-19,88,3,7,1,Entry,2275.3,,
9696,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,3,1,2,1,Entry,5647.7,,
9697,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,74,2,2,9,Entry,5504.5,,
9698,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,111,3,2,8,Entry,4817.7,,
9816,2010,WS,Stress,Alpha-Lattice,L10WS-14,33,1,2,9,Entry,3441.2,,
9817,2010,WS,Stress,Alpha-Lattice,L10WS-14,78,2,2,10,Entry,3352.9,,
9818,2010,WS,Stress,Alpha-Lattice,L10WS-14,86,3,2,2,Entry,3558.8,,
9936,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,33,1,2,9,Entry,3441.2,,
9937,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,78,2,2,10,Entry,3352.9,,
9938,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,86,3,2,2,Entry,3558.8,,
10203,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,33,2,1,1,Entry,8626,,
10204,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,67,3,1,1,Entry,9236.7,,
10205,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,18,1,1,5,Entry,7988.8,,
10299,2011,DS,Stress,Alpha-Lattice,L11DS-17,28,1,1,7,Entry,2959.3,,
10300,2011,DS,Stress,Alpha-Lattice,L11DS-17,63,2,1,8,Entry,1921,,
10301,2011,DS,Stress,Alpha-Lattice,L11DS-17,93,3,1,8,Entry,2602.5,,
10395,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,119,1,1,15,Entry,3194.5,,
10396,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,209,2,1,9,Entry,4434,,
10397,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,380,3,1,12,Entry,5319.7,,
9195,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,9,1,11,1,Entry,4673.2,,
9196,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,45,2,11,1,Entry,7032.7,,
9197,2010,DS,Non-Stress,Alpha-Lattice,L10DS-18,96,3,11,2,Entry,6217,,
9315,2010,DS,Stress,Alpha-Lattice,L10DS-19,19,1,11,2,Entry,2137.3,,
9316,2010,DS,Stress,Alpha-Lattice,L10DS-19,54,2,11,2,Entry,1560.2,,
9317,2010,DS,Stress,Alpha-Lattice,L10DS-19,105,3,11,3,Entry,1439.2,,
9726,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,4,1,12,1,Entry,4318.5,,
9727,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,41,2,12,1,Entry,5629.2,,
9728,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,90,3,12,3,Entry,5503.8,,
9846,2010,WS,Stress,Alpha-Lattice,L10WS-14,9,1,12,3,Entry,3323.5,,
9847,2010,WS,Stress,Alpha-Lattice,L10WS-14,70,2,12,8,Entry,3176.5,,
9848,2010,WS,Stress,Alpha-Lattice,L10WS-14,82,3,12,1,Entry,3382.4,,
9966,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,9,1,12,3,Entry,3323.5,,
9967,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,70,2,12,8,Entry,3176.5,,
9968,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,82,3,12,1,Entry,3382.4,,
10218,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,51,2,6,5,Entry,7391.8,,
10219,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,92,3,6,7,Entry,10339.5,,
10220,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,31,1,6,8,Entry,9526.3,,
10314,2011,DS,Stress,Alpha-Lattice,L11DS-17,7,1,6,2,Entry,1638.5,,
10315,2011,DS,Stress,Alpha-Lattice,L11DS-17,49,2,6,5,Entry,1685.9,,
10316,2011,DS,Stress,Alpha-Lattice,L11DS-17,87,3,6,6,Entry,923.3,,
10407,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,78,1,5,10,Entry,4083.4,,
10408,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,181,2,5,5,Entry,4818.7,,
10409,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,292,3,5,1,Entry,4088.7,,
11895,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,5,1,2,1,Entry,6286,,
11896,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,132,2,2,8,Entry,4872.6,,
11897,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,201,3,2,3,Entry,7068.2,,
12180,2012,DS,Stress,Alpha-Lattice,L12DS-15,2,1,2,1,Entry,4079.6,,
12181,2012,DS,Stress,Alpha-Lattice,L12DS-15,184,2,2,18,Entry,3968.6,,
12182,2012,DS,Stress,Alpha-Lattice,L12DS-15,254,3,2,13,Entry,3639.7,,
13462,2013,DS,Stress,Augmented-RCBD,L13DS-16B,52,1,2,2,Entry,2447.4,,
9483,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,30,1,27,5,Entry,4027.5,,
9484,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,78,2,27,5,Entry,6114,,
9485,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,132,3,27,6,Entry,5913.9,,
9627,2010,WS,Stress,Alpha-Lattice,L10WS-12,2,1,27,1,Entry,3382.4,,
9628,2010,WS,Stress,Alpha-Lattice,L10WS-12,52,2,27,1,Entry,3205.9,,
9629,2010,WS,Stress,Alpha-Lattice,L10WS-12,120,3,27,4,Entry,3676.5,,
10116,2011,DS,Stress,Alpha-Lattice,L11DS-15,1,1,22,1,Entry,1493,,
10117,2011,DS,Stress,Alpha-Lattice,L11DS-15,61,2,22,3,Entry,1126.8,,
10118,2011,DS,Stress,Alpha-Lattice,L11DS-15,104,3,22,1,Entry,842.5,,
10866,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,68,1,14,14,Entry,2374.17,,
10867,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,144,2,14,14,Entry,2401.33,,
10868,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,203,3,14,11,Entry,1913,,
11082,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,85,1,11,17,Entry,6679.1,,
11083,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,223,2,11,17,Entry,5514.8,,
11084,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,364,3,11,17,Entry,5933,,
11502,2012,DS,Stress,Alpha-Lattice,L12DS-13,78,1,11,16,Entry,1036.2,,
11503,2012,DS,Stress,Alpha-Lattice,L12DS-13,194,2,11,11,Entry,1175.3,,
11504,2012,DS,Stress,Alpha-Lattice,L12DS-13,393,3,11,23,Entry,1448.7,,
9486,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,3,1,28,1,Entry,4882.2,,
9487,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,68,2,28,4,Entry,3921.4,,
9488,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,105,3,28,2,Entry,3940.1,,
9630,2010,WS,Stress,Alpha-Lattice,L10WS-12,37,1,28,7,Entry,2852.9,,
9631,2010,WS,Stress,Alpha-Lattice,L10WS-12,78,2,28,5,Entry,2617.6,,
9632,2010,WS,Stress,Alpha-Lattice,L10WS-12,124,3,28,5,Entry,2411.8,,
10119,2011,DS,Stress,Alpha-Lattice,L11DS-15,50,1,23,10,Entry,1867.1,,
10120,2011,DS,Stress,Alpha-Lattice,L11DS-15,78,2,23,6,Entry,1490.6,,
10121,2011,DS,Stress,Alpha-Lattice,L11DS-15,137,3,23,8,Entry,1599.7,,
10869,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,24,1,15,5,Entry,1916.5,,
10870,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,85,2,15,2,Entry,468.5,,
10871,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,158,3,15,2,Entry,2687,,
9489,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,15,1,29,3,Entry,5024.6,,
9490,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,55,2,29,2,Entry,4868.4,,
9491,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,103,3,29,2,Entry,4398.4,,
9633,2010,WS,Stress,Alpha-Lattice,L10WS-12,42,1,29,7,Entry,2176.5,,
9634,2010,WS,Stress,Alpha-Lattice,L10WS-12,68,2,29,4,Entry,2529.4,,
9635,2010,WS,Stress,Alpha-Lattice,L10WS-12,101,3,29,1,Entry,2941.2,,
9492,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,28,1,30,5,Entry,3626.8,,
9493,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,64,2,30,3,Entry,3319.1,,
9494,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,117,3,30,4,Entry,3438.5,,
9636,2010,WS,Stress,Alpha-Lattice,L10WS-12,38,1,30,7,Entry,2323.5,,
9637,2010,WS,Stress,Alpha-Lattice,L10WS-12,65,2,30,3,Entry,2029.4,,
9638,2010,WS,Stress,Alpha-Lattice,L10WS-12,112,3,30,3,Entry,3117.6,,
9495,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,18,1,31,3,Entry,4044.1,,
9496,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,87,2,31,7,Entry,5004,,
9497,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,137,3,31,7,Entry,3575.6,,
9639,2010,WS,Stress,Alpha-Lattice,L10WS-12,14,1,31,3,Entry,1911.8,,
9640,2010,WS,Stress,Alpha-Lattice,L10WS-12,58,2,31,2,Entry,2029.4,,
9641,2010,WS,Stress,Alpha-Lattice,L10WS-12,106,3,31,2,Entry,1941.2,,
9498,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,34,1,32,6,Entry,4779.8,,
9499,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,79,2,32,6,Entry,5918.1,,
9500,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,99,3,32,1,Entry,4204.8,,
9642,2010,WS,Stress,Alpha-Lattice,L10WS-12,44,1,32,8,Entry,1588.2,,
9643,2010,WS,Stress,Alpha-Lattice,L10WS-12,86,2,32,7,Entry,1529.4,,
9644,2010,WS,Stress,Alpha-Lattice,L10WS-12,117,3,32,4,Entry,1705.9,,
9501,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,33,1,33,6,Entry,5261.9,,
9502,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,66,2,33,3,Entry,5447.9,,
9503,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,128,3,33,6,Entry,3916,,
9645,2010,WS,Stress,Alpha-Lattice,L10WS-12,40,1,33,7,Entry,1411.8,,
9646,2010,WS,Stress,Alpha-Lattice,L10WS-12,60,2,33,2,Entry,1176.5,,
9647,2010,WS,Stress,Alpha-Lattice,L10WS-12,141,3,33,8,Entry,1852.9,,
9504,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,9,1,34,2,Entry,4499.3,,
9505,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,84,2,34,6,Entry,5566.8,,
9506,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,130,3,34,6,Entry,4580.9,,
9648,2010,WS,Stress,Alpha-Lattice,L10WS-12,35,1,34,6,Entry,1029.4,,
9649,2010,WS,Stress,Alpha-Lattice,L10WS-12,69,2,34,4,Entry,911.8,,
9650,2010,WS,Stress,Alpha-Lattice,L10WS-12,135,3,34,7,Entry,1647.1,,
9507,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,8,1,35,2,Entry,7629.7,,
9508,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,59,2,35,2,Entry,6540.9,,
9509,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,97,3,35,1,Entry,6582,,
9651,2010,WS,Stress,Alpha-Lattice,L10WS-12,29,1,35,5,Entry,2176.5,,
9652,2010,WS,Stress,Alpha-Lattice,L10WS-12,55,2,35,2,Entry,2058.8,,
9653,2010,WS,Stress,Alpha-Lattice,L10WS-12,128,3,35,6,Entry,2617.6,,
9510,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,16,1,36,3,Entry,4781.9,,
9511,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,53,2,36,1,Entry,6600.4,,
9512,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,100,3,36,1,Entry,5213.8,,
9654,2010,WS,Stress,Alpha-Lattice,L10WS-12,46,1,36,8,Entry,2294.1,,
9655,2010,WS,Stress,Alpha-Lattice,L10WS-12,57,2,36,2,Entry,2117.6,,
9656,2010,WS,Stress,Alpha-Lattice,L10WS-12,121,3,36,5,Entry,1941.2,,
9513,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,35,1,37,6,Entry,6323,,
9514,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,96,2,37,8,Entry,5023.3,,
9515,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,108,3,37,2,Entry,4963.5,,
9657,2010,WS,Stress,Alpha-Lattice,L10WS-12,3,1,37,1,Entry,2470.6,,
9658,2010,WS,Stress,Alpha-Lattice,L10WS-12,76,2,37,5,Entry,3235.3,,
9659,2010,WS,Stress,Alpha-Lattice,L10WS-12,111,3,37,3,Entry,2529.4,,
9516,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,37,1,38,7,Entry,4584.9,,
9517,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,69,2,38,4,Entry,5906,,
9518,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,109,3,38,3,Entry,5796.7,,
9660,2010,WS,Stress,Alpha-Lattice,L10WS-12,47,1,38,8,Entry,1764.7,,
9661,2010,WS,Stress,Alpha-Lattice,L10WS-12,61,2,38,3,Entry,1970.6,,
9662,2010,WS,Stress,Alpha-Lattice,L10WS-12,103,3,38,2,Entry,2529.4,,
9519,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,31,1,39,6,Entry,5193.3,,
9520,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,50,2,39,1,Entry,5583.8,,
9521,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,134,3,39,7,Entry,3096.9,,
9663,2010,WS,Stress,Alpha-Lattice,L10WS-12,17,1,39,3,Entry,1823.5,,
9664,2010,WS,Stress,Alpha-Lattice,L10WS-12,77,2,39,5,Entry,2176.5,,
9665,2010,WS,Stress,Alpha-Lattice,L10WS-12,99,3,39,1,Entry,2176.5,,
9525,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,36,1,41,6,Entry,4126.5,,
9526,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,60,2,41,2,Entry,3613.2,,
9527,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,139,3,41,8,Entry,5889.2,,
9669,2010,WS,Stress,Alpha-Lattice,L10WS-12,11,1,41,2,Entry,2764.7,,
9670,2010,WS,Stress,Alpha-Lattice,L10WS-12,56,2,41,2,Entry,1823.5,,
9671,2010,WS,Stress,Alpha-Lattice,L10WS-12,116,3,41,4,Entry,1794.1,,
9531,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,27,1,43,5,Entry,3437.2,,
9532,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,56,2,43,2,Entry,4172.6,,
9533,2010,WS,Non-Stress,Alpha-Lattice,L10WS-11,110,3,43,3,Entry,3793.2,,
9675,2010,WS,Stress,Alpha-Lattice,L10WS-12,4,1,43,1,Entry,2323.5,,
9676,2010,WS,Stress,Alpha-Lattice,L10WS-12,87,2,43,7,Entry,2558.8,,
9677,2010,WS,Stress,Alpha-Lattice,L10WS-12,122,3,43,5,Entry,1558.8,,
9774,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,19,1,28,5,Entry,3757.2,,
9775,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,54,2,28,4,Entry,4189,,
9776,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,100,3,28,5,Entry,4799.8,,
9894,2010,WS,Stress,Alpha-Lattice,L10WS-14,25,1,28,7,Entry,2647.1,,
9895,2010,WS,Stress,Alpha-Lattice,L10WS-14,43,2,28,1,Entry,3029.4,,
9896,2010,WS,Stress,Alpha-Lattice,L10WS-14,83,3,28,1,Entry,3411.8,,
10014,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,25,1,28,7,Entry,2647.1,,
10015,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,43,2,28,1,Entry,3029.4,,
10016,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,83,3,28,1,Entry,3411.8,,
10254,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,5,1,18,2,Entry,6976.5,,
10255,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,71,3,18,2,Entry,5540.3,,
10256,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,48,2,18,4,Entry,4637.7,,
10350,2011,DS,Stress,Alpha-Lattice,L11DS-17,17,1,18,5,Entry,1592.8,,
10351,2011,DS,Stress,Alpha-Lattice,L11DS-17,55,2,18,6,Entry,2433.1,,
10352,2011,DS,Stress,Alpha-Lattice,L11DS-17,95,3,18,8,Entry,3017.5,,
10437,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,31,1,15,4,Entry,3160,,
10438,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,242,2,15,13,Entry,3796,,
10439,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,359,3,15,9,Entry,3299,,
9777,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,27,1,29,7,Entry,6269.8,,
9778,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,63,2,29,6,Entry,4234.3,,
9779,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,83,3,29,1,Entry,3764.7,,
9897,2010,WS,Stress,Alpha-Lattice,L10WS-14,30,1,29,8,Entry,2441.2,,
9898,2010,WS,Stress,Alpha-Lattice,L10WS-14,76,2,29,9,Entry,2558.8,,
9899,2010,WS,Stress,Alpha-Lattice,L10WS-14,89,3,29,3,Entry,2058.8,,
10017,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,30,1,29,8,Entry,2441.2,,
10018,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,76,2,29,9,Entry,2558.8,,
10019,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,89,3,29,3,Entry,2058.8,,
10257,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,37,2,19,2,Entry,5686.8,,
10258,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,14,1,19,4,Entry,3587.7,,
10259,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,89,3,19,7,Entry,7756.2,,
10353,2011,DS,Stress,Alpha-Lattice,L11DS-17,9,1,19,3,Entry,1201.3,,
10354,2011,DS,Stress,Alpha-Lattice,L11DS-17,39,2,19,2,Entry,1697.4,,
10355,2011,DS,Stress,Alpha-Lattice,L11DS-17,67,3,19,1,Entry,1333.9,,
10440,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,26,1,16,4,Entry,3003.1,,
10441,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,146,2,16,1,Entry,3155.6,,
10442,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,323,3,16,5,Entry,2606.4,,
9783,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,13,1,31,4,Entry,5829.6,,
9784,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,69,2,31,8,Entry,5346.4,,
9785,2010,WS,Non-Stress,Alpha-Lattice,L10WS-13,115,3,31,9,Entry,3502.6,,
9903,2010,WS,Stress,Alpha-Lattice,L10WS-14,18,1,31,5,Entry,2941.2,,
9904,2010,WS,Stress,Alpha-Lattice,L10WS-14,62,2,31,6,Entry,2794.1,,
9905,2010,WS,Stress,Alpha-Lattice,L10WS-14,87,3,31,2,Entry,2470.6,,
10023,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,18,1,31,5,Entry,2941.2,,
10024,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,62,2,31,6,Entry,2794.1,,
10025,2011,DS,Non-Stress,Alpha-Lattice,L11DS-14,87,3,31,2,Entry,2470.6,,
10260,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,42,2,20,3,Entry,4327.2,,
10261,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,74,3,20,3,Entry,4464.8,,
10262,2011,DS,Non-Stress,Alpha-Lattice,L11DS-16,19,1,20,5,Entry,8588.5,,
10356,2011,DS,Stress,Alpha-Lattice,L11DS-17,27,1,20,7,Entry,2407,,
10357,2011,DS,Stress,Alpha-Lattice,L11DS-17,54,2,20,6,Entry,1779.6,,
10358,2011,DS,Stress,Alpha-Lattice,L11DS-17,92,3,20,7,Entry,1692.9,,
10443,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,75,1,17,10,Entry,3170.1,,
10444,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,211,2,17,9,Entry,4062.5,,
10445,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,369,3,17,11,Entry,2498.6,,
11910,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,39,1,7,8,Entry,6654.2,,
11911,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,150,2,7,11,Entry,5017.1,,
11912,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,226,3,7,8,Entry,5274.7,,
12195,2012,DS,Stress,Alpha-Lattice,L12DS-15,7,1,7,2,Entry,3593.9,,
12196,2012,DS,Stress,Alpha-Lattice,L12DS-15,130,2,7,7,Entry,4079.2,,
12197,2012,DS,Stress,Alpha-Lattice,L12DS-15,240,3,7,10,Entry,4189.1,,
10152,2011,DS,Stress,Alpha-Lattice,L11DS-15,6,1,34,2,Entry,2688.2,,
10153,2011,DS,Stress,Alpha-Lattice,L11DS-15,98,2,34,10,Entry,610.3,,
10154,2011,DS,Stress,Alpha-Lattice,L11DS-15,136,3,34,8,Entry,1738.2,,
10875,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,61,1,17,13,Entry,2380.33,,
10876,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,87,2,17,3,Entry,171.5,,
10877,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,212,3,17,13,Entry,1065.33,,
11088,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,135,1,13,27,Entry,5524.4,,
11089,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,269,2,13,26,Entry,4862.4,,
11090,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,310,3,13,6,Entry,4471.4,,
11508,2012,DS,Stress,Alpha-Lattice,L12DS-13,38,1,13,8,Entry,1218.9,,
11509,2012,DS,Stress,Alpha-Lattice,L12DS-13,203,2,13,13,Entry,536.6,,
11510,2012,DS,Stress,Alpha-Lattice,L12DS-13,368,3,13,18,Entry,1185.3,,
10158,2011,DS,Stress,Alpha-Lattice,L11DS-15,27,1,36,6,Entry,1102.3,,
10159,2011,DS,Stress,Alpha-Lattice,L11DS-15,75,2,36,5,Entry,294,,
10160,2011,DS,Stress,Alpha-Lattice,L11DS-15,125,3,36,5,Entry,1345.8,,
11226,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,15,1,59,3,Entry,6246.9,,
11227,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,186,2,59,10,Entry,4799,,
11228,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,399,3,59,24,Entry,4686.8,,
11646,2012,DS,Stress,Alpha-Lattice,L12DS-13,91,1,59,19,Entry,1878.1,,
11647,2012,DS,Stress,Alpha-Lattice,L12DS-13,188,2,59,10,Entry,1633.7,,
11648,2012,DS,Stress,Alpha-Lattice,L12DS-13,295,3,59,3,Entry,969.2,,
13218,2013,DS,Stress,Augmented-RCBD,L13DS-14B,23,1,16,1,Entry,3452,,
13701,2013,WS,Non-Stress,Alpha-Lattice,L13WS-13,72,1,57,15,Entry,5548.3,,
13702,2013,WS,Non-Stress,Alpha-Lattice,L13WS-13,101,2,57,2,Entry,4932.4,,
13703,2013,WS,Non-Stress,Alpha-Lattice,L13WS-13,279,3,57,18,Entry,4437.7,,
10137,2011,DS,Stress,Alpha-Lattice,L11DS-15,25,1,29,5,Entry,1291.7,,
10138,2011,DS,Stress,Alpha-Lattice,L11DS-15,83,2,29,7,Entry,707.5,,
10139,2011,DS,Stress,Alpha-Lattice,L11DS-15,140,3,29,8,Entry,1305.2,,
10155,2011,DS,Stress,Alpha-Lattice,L11DS-15,33,1,35,7,Entry,1204.2,,
10156,2011,DS,Stress,Alpha-Lattice,L11DS-15,72,2,35,5,Entry,559.2,,
10157,2011,DS,Stress,Alpha-Lattice,L11DS-15,101,3,35,1,Entry,1316.8,,
10878,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,26,1,18,6,Entry,1322.67,,
10879,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,148,2,18,15,Entry,1839.33,,
10880,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,170,3,18,4,Entry,2218,,
11091,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,126,1,14,26,Entry,6594.5,,
11092,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,273,2,14,27,Entry,3430.2,,
11093,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,410,3,14,26,Entry,3500.4,,
11511,2012,DS,Stress,Alpha-Lattice,L12DS-13,56,1,14,12,Entry,2437.6,,
11512,2012,DS,Stress,Alpha-Lattice,L12DS-13,191,2,14,11,Entry,1905.4,,
11513,2012,DS,Stress,Alpha-Lattice,L12DS-13,401,3,14,25,Entry,963.6,,
13210,2013,DS,Stress,Augmented-RCBD,L13DS-14B,50,1,8,2,Entry,2982.7,,
