Environment,Season,Replication,Block,Row,Col,Yield,Genotype
ENV4,2018DS,2,NA,68,6,3845.523256,Genotype_10854
ENV4,2018DS,2,NA,67,6,2671.889535,Genotype_10337
ENV4,2018DS,2,NA,66,6,3463.618746,Genotype_10475
ENV4,2018DS,2,NA,65,6,2956.860465,Genotype_10262
ENV4,2018DS,2,NA,64,6,4645.230185,Genotype_10923
ENV4,2018DS,2,NA,63,6,4660.813953,Genotype_10697
ENV4,2018DS,1,NA,39,3,3060.639535,Check7
ENV4,2018DS,2,NA,61,6,3495.203488,Genotype_10684
ENV4,2018DS,2,NA,60,6,3152.349312,Genotype_10211
ENV4,2018DS,2,NA,59,6,1204.186047,Genotype_10222
ENV4,2018DS,2,NA,58,6,3841.478924,Genotype_10436
ENV4,2018DS,2,NA,57,6,2368.376888,Genotype_10615
ENV4,2018DS,2,NA,56,6,2104.883721,Genotype_10925
ENV4,2018DS,2,NA,55,6,3207.44186,Genotype_10269
ENV4,2018DS,2,NA,54,6,3851.040392,Genotype_10928
ENV4,2018DS,2,NA,53,6,2603.023256,Genotype_10930
ENV4,2018DS,2,NA,52,6,2252.616279,Genotype_10248
ENV4,2018DS,2,NA,51,6,2681.22093,Genotype_10592
ENV4,2018DS,2,NA,50,6,3959.186047,Genotype_10934
ENV4,2018DS,2,NA,49,6,3504.069767,Genotype_10228
ENV4,2018DS,2,NA,53,5,3963.77907,Check7
ENV4,2018DS,2,NA,47,6,2638.036442,Genotype_10461
ENV4,2018DS,2,NA,46,6,1680.843023,Genotype_10288
ENV4,2018DS,2,NA,45,6,2656.162791,Genotype_10388
ENV4,2018DS,2,NA,44,6,3153.383852,Genotype_10472
